trial_id,condition,outcome_type,amount,run_number,model,temperature,prompt_version,prompt_text,response_text,parsed_wager,log_wager,valid,refusal_flag,parse_error_type,timestamp,request_id
114,realized_loss_small,realized,-400,91,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:28.383078+00:00,req_bc055dad9ea54cdfbae64b27058b9094
115,realized_loss_large,realized,-3500,73,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:32:29.226872+00:00,req_d3cf1d89ff694de58b8afe0afc36867f
116,paper_neutral,paper,0,42,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:29.841082+00:00,req_89020ee019fb4a90810999e7a73733de
117,realized_gain,realized,200,93,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:30.762759+00:00,req_c718b7ebcdef4c668bfcfca60765677a
118,realized_loss_small,realized,-400,89,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:31.379348+00:00,req_57ac40e07b7c474e9b03a650dc0ef75d
119,realized_gain,realized,200,81,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:31.987301+00:00,req_672164f046c64e658b4137a93e9965d1
120,paper_gain_large,paper,150,99,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:35.984383+00:00,req_a2dab2c26a8b4eeba74b81efd113a878
121,realized_loss_small,realized,-400,68,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:36.781406+00:00,req_cc9399cfe9f140cd84026abeafe31b79
122,realized_neutral,realized,-30,40,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:32:37.521692+00:00,req_39a0897206834195a9bbe3155e8e41d2
123,realized_gain,realized,200,32,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:38.100275+00:00,req_23b6e776a7834d47bac1e91548c53d1a
124,paper_gain_small,paper,40,87,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:32:39.057161+00:00,req_18ed363183564c428858e3cff3a754bc
125,paper_gain_large,paper,150,91,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,150,150,5.0106352940962555,True,False,,2026-03-08T23:32:39.537005+00:00,req_2e2669327b184a389250a5b7b482abf5
126,realized_gain,realized,200,19,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:32:40.285990+00:00,req_18a38879d97d4ca48d0552af941a1e1a
127,paper_loss_large,paper,-350,50,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:32:41.091630+00:00,req_dee991f888f048f79d32074ad66d33f0
128,paper_neutral,paper,0,17,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:41.821040+00:00,req_0b27182b79884c88904f35b6507d7a98
129,realized_neutral,realized,-30,88,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:32:42.436958+00:00,req_1c7bab0ab97b4f98875524b7c99d0deb
130,paper_loss_large,paper,-350,74,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:32:43.049708+00:00,req_a210b34689a94eaab582c3c0e59df39a
131,paper_loss_medium,paper,-200,26,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:32:43.665400+00:00,req_7008a8d08eea46e38a20416958ff7521
132,realized_loss_large,realized,-3500,66,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:44.186986+00:00,req_570d7b851a3c4275b3eb06b33cd9c877
133,paper_neutral,paper,0,63,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:44.894042+00:00,req_b1337cb9222646608ad009fa25e1f93c
134,realized_loss_small,realized,-400,18,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:32:45.252389+00:00,req_12f4f84569844d3a83e3b8ab41b0eab9
135,realized_loss_large,realized,-3500,97,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:46.124685+00:00,req_828c945db367469d9e76fc3550539496
136,realized_loss_medium,realized,-1800,70,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:47.049428+00:00,req_9111d70a0e464af7af6b7b97cf90c54b
137,realized_neutral,realized,-30,78,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:32:47.708122+00:00,req_7aa62ae6e2af421a809a56847e132b76
138,realized_neutral,realized,-30,49,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:32:48.580989+00:00,req_e48d22a2165e4363b6151d35397a7fe2
139,realized_loss_large,realized,-3500,81,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:49.190596+00:00,req_aa32b049c92d43579a16d9649e2292ae
140,realized_neutral,realized,-30,65,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:32:49.809598+00:00,req_c67f2af3af074154a520381f8f93d2ec
141,paper_gain_large,paper,150,48,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,150,150,5.0106352940962555,True,False,,2026-03-08T23:32:50.286285+00:00,req_ac2bb59a6edc49b9969e733b2beaa0c6
142,paper_gain_large,paper,150,85,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,150,150,5.0106352940962555,True,False,,2026-03-08T23:32:50.770584+00:00,req_5be6a2ffb57d45109dfcfc889a98eaa7
143,paper_gain_large,paper,150,19,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:51.652235+00:00,req_1f2441bf795c4c38a4c3cc2eb939a4a2
144,paper_loss_medium,paper,-200,48,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:32:52.668932+00:00,req_d67de7e5bb5643329fce54367304644f
145,realized_loss_large,realized,-3500,57,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:53.302697+00:00,req_fc53117f77a14ff8a5be23b46ae86be8
146,paper_gain_small,paper,40,24,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:32:54.109596+00:00,req_b7b1428d838c40098bfe2fb03b274ad5
147,paper_loss_large,paper,-350,38,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:32:54.726231+00:00,req_11ad6830930d46c98253c2d6bb02ebf2
148,realized_loss_large,realized,-3500,87,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:55.320692+00:00,req_0d4b4a2f2f29429dad8c6e35b2645895
149,paper_gain_large,paper,150,39,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:55.953247+00:00,req_0ffe9a27b5264a9a95076e81119b7f13
150,paper_loss_large,paper,-350,53,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,20,20,2.995732273553991,True,False,,2026-03-08T23:32:56.874394+00:00,req_ff6d184644674f8b8ab9fe8fcedd3386
151,realized_loss_large,realized,-3500,100,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:32:57.495577+00:00,req_c27a27db9d9b41308a2801b90f359a3b
152,realized_loss_medium,realized,-1800,88,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:58.411004+00:00,req_f19ab3679bf947b39980a701a6d5abf9
153,realized_neutral,realized,-30,80,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:32:59.027832+00:00,req_703e7a4d11504e22b8d67c44b178f80f
154,realized_loss_small,realized,-400,17,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:32:59.639777+00:00,req_8c4681ad94484c7fbe9862c8a3680c76
155,paper_neutral,paper,0,44,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:00.560079+00:00,req_62dd6fe378cb4f90ac3d5524f17f9ca2
156,paper_loss_medium,paper,-200,32,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:33:01.481470+00:00,req_ee088a7b4e034576b0615ee44db07ce4
157,realized_loss_large,realized,-3500,63,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:02.098866+00:00,req_959865285c934577b10002b87ca9bd34
158,paper_neutral,paper,0,20,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:33:03.018687+00:00,req_eb30aaef1430433ca1e407c985e1b835
159,paper_loss_large,paper,-350,96,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:33:03.939069+00:00,req_520106bebfb4440596a8ab5318060543
160,paper_loss_large,paper,-350,83,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:33:04.490679+00:00,req_d057a096891349da9c2892a962d177ce
161,realized_loss_medium,realized,-1800,97,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:05.782786+00:00,req_5d6094cc55c74138ba3a9aa9ad82cf5d
162,realized_gain,realized,200,57,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:06.341135+00:00,req_0b822dc61240474b871a69d9fd1938c7
163,paper_loss_medium,paper,-200,45,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:33:07.318941+00:00,req_e46a8f95dbfc4bd3b8d9f478dc6c1f59
164,realized_gain,realized,200,100,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:07.933695+00:00,req_73e28b45796448b89de6085854cbd74e
165,paper_gain_large,paper,150,16,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:09.162131+00:00,req_4f56c2c0bd1842de819a986aa0235ef9
166,realized_loss_large,realized,-3500,49,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:10.083742+00:00,req_54d94a123faa45a1b56b0d212d48bfdc
167,paper_loss_medium,paper,-200,44,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:33:10.698898+00:00,req_c2e6ad4afc214fdbb635ddfc00d5529e
168,paper_neutral,paper,0,70,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:11.252603+00:00,req_59408a62f556405dac6e813e6008a33e
169,realized_gain,realized,200,27,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:12.033792+00:00,req_c01634b610bb4d01b90d64e83b3fe618
170,paper_gain_large,paper,150,80,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:12.848573+00:00,req_398612020c9f4473ad63dac9e07ed36e
171,paper_neutral,paper,0,85,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:13.770191+00:00,req_278b1740f52742879b671463470e7f2b
172,realized_neutral,realized,-30,90,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:33:14.385168+00:00,req_66169f2701ba42cab49b6cc73c0c0778
173,realized_gain,realized,200,52,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:15.143865+00:00,req_332754020dde48a79ef4f5266510891b
174,paper_neutral,paper,0,95,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:15.920488+00:00,req_8fdff05faede48b3857a6977bc3269a5
175,realized_gain,realized,200,51,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:16.842808+00:00,req_f7a26e537f4f419da552a735095275ce
176,paper_loss_large,paper,-350,14,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:33:17.456164+00:00,req_32534c9fefa347df8b2fc5ce1d793427
177,realized_loss_large,realized,-3500,16,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:18.152208+00:00,req_5a71dbbb2acd48da970e0d641c8f3a7c
178,realized_loss_small,realized,-400,52,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:18.992084+00:00,req_ea433daccf4740e398f4f734496befa2
179,paper_gain_small,paper,40,57,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:33:19.580398+00:00,req_8e980ba191044d659ac20895e97354bf
180,paper_loss_medium,paper,-200,22,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:33:20.221081+00:00,req_92554e5d5fe9419c878f7d5e39781a71
181,realized_loss_medium,realized,-1800,22,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:20.838212+00:00,req_2013da7e3e3445c48b2f72f21586b836
182,realized_neutral,realized,-30,96,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",50,50,3.912023005428146,True,False,,2026-03-08T23:33:21.401175+00:00,req_605fa4b2b3884020bb6f6353bda819ce
183,realized_gain,realized,200,84,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:22.986654+00:00,req_ae3cf295b85d4d378b0eff4533c13ea5
184,paper_gain_large,paper,150,73,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,200,200,5.298317366548036,True,False,,2026-03-08T23:33:23.907811+00:00,req_20ba7a149e564d5a9d8239aaed3a21a2
185,paper_gain_large,paper,150,78,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:24.512387+00:00,req_da20d387328146119dfa07164c0573c4
186,realized_neutral,realized,-30,64,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:33:25.444451+00:00,req_5e65db87bdc147989350d38500f1c84b
187,realized_gain,realized,200,56,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:26.352176+00:00,req_787c76547cdb4b2bad66bd7018066e29
188,paper_neutral,paper,0,96,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:33:26.979724+00:00,req_c0203c0b18ba46efa9e434da34586f0e
189,realized_loss_small,realized,-400,30,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:33:27.593650+00:00,req_d4f4fd11bcc546bb93a2402513aa8529
190,paper_gain_small,paper,40,79,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,40,40,3.6888794541139363,True,False,,2026-03-08T23:33:28.031086+00:00,req_7b3b556a2181470e8ba1cf4d123ea844
